GENE_NAME,GENE_SYMBOL,FLYBASE_PRIMARY,spot
CG4261,Hel89B,FBgn0022787,13660
CG1792,CG1792,FBgn0039860,13661
CG31183,CG31183,FBgn0051183,13662
CG32271,CG32271,FBgn0052271,13663
CG5737,dmrt93B,FBgn0038851,13664
CG11303,TM4SF,FBgn0020372,13665
CG8884,Sap47,FBgn0013334,13666
CG3126,C3G,FBgn0026145,13667
CG1819,CG1819,FBgn0031162,13668
CG7757,CG7757,FBgn0036915,13669
CG5004,CG5004,FBgn0030820,13670
CG4860,CG4860,FBgn0037999,13671
CG5590,CG5590,FBgn0039537,13672
null,-,,13673
CG6146,Top1,FBgn0004924,13674
CG2941,CG2941,FBgn0029686,13675
CG2342,Ccp84Ag,FBgn0004777,13676
CG2540,CG2540,FBgn0030411,13677
CG5360,CG5360,FBgn0034873,13678
CG7219,CG7219,FBgn0031973,13679
CG5105,Plap,FBgn0024314,13680
CG8048,Vha44,FBgn0020611,13681
CG2964,CG2964,FBgn0031462,13682
CG5745,CG5745,FBgn0038855,13683
CG14434,CG14434,FBgn0029915,13684
CG7804,CG7804,FBgn0036496,13685
CG13224,CG13224,FBgn0033598,13686
CG6222,su(s),FBgn0003575,13687
CG9449,CG9449,FBgn0036875,13688
CG5526,Dhc36C,FBgn0013810,13689
CG8422,CG8422,FBgn0033932,13690
CG14537,CG14537,FBgn0031954,13691
CG11412,CG11412,FBgn0024362,13692
CG9539,Sec61&agr;,FBgn0026571,13693
CG8003,CG8003,FBgn0036096,13694
CG4757,CG4757,FBgn0027584,13695
CG11352,jim,FBgn0027339,13696
CG17799,lectin-29Ca,FBgn0040098,13697
CG6631,CG6631,FBgn0039206,13698
CG17523,,FBgn0034336,13699
CG6659,CG6659,FBgn0030946,13700
CG4162,lace,FBgn0002524,13701
CG4365,CG4365,FBgn0037024,13702
CG1421,CG1421,FBgn0032966,13703
CG18467,CG18467,FBgn0034218,13704
CG4376,Actn,FBgn0000667,13705
CG17941,ds,FBgn0000497,13706
CG6945,CG6945,FBgn0036476,13707
CG18103,fos28F,FBgn0013442,13708
CG4063,ebi,FBgn0023444,13709
CG4563,CG4563,FBgn0035006,13710
CG6690,CG6690,FBgn0038918,13711
CG1441,CG1441,FBgn0033464,13712
CG12321,CG12321,FBgn0038577,13713
CG7204,Neu2,FBgn0037085,13714
CG17840,CG17840,FBgn0031611,13715
CG4356,mAcR-60C,FBgn0000037,13716
CG6957,Oscillin,FBgn0031717,13717
CG3675,Art2,FBgn0031592,13718
CG12325,CG12325,FBgn0033557,13719
CG1597,CG1597,FBgn0030289,13720
CG10185,CG10185,FBgn0038397,13721
CG2759,w,FBgn0003996,13722
CG11077,CG11077,FBgn0039930,13723
CG16775,CG16775,FBgn0036767,13724
CG11546,l(2)02045,FBgn0010504,13725
CG5706,CG5706,FBgn0039175,13726
CG30440,CG30440,FBgn0050440,13727
CG17782,CG17782,FBgn0039195,13728
CG14900,Cad89D,FBgn0038439,13729
CG17260,CG17260,FBgn0031498,13730
CG9999,RanGap,FBgn0003346,13731
CG11859,CG11859,FBgn0039306,13732
CG11329,CG11329,FBgn0031848,13733
CG2983,CG2983,FBgn0031472,13734
CG14934,CG14934,FBgn0032381,13735
null,-,,13736
CG15459,CG15459,FBgn0031108,13737
CG9811,Rgk1,FBgn0034434,13738
CG14971,CG14971,FBgn0035449,13739
CG14973,CG14973,FBgn0035451,13740
CG10045,GstD1,FBgn0001149,13741
CG31108,CG31108,FBgn0051108,13742
CG10090,Tim17a1,FBgn0038018,13743
CG17197,CG17197,FBgn0039367,13744
CG7083,CG7083,FBgn0035877,13745
CG13164,SIP2,FBgn0061197,13746
CG31761,bru-2,FBgn0043904,13747
CG10061,l(3)s2214,FBgn0011020,13748
CG11915,CG11915,FBgn0036673,13749
CG3107,CG3107,FBgn0033005,13750
CG9776,CG9776,FBgn0027866,13751
CG11509,CG11509,FBgn0029584,13752
CG4495,CG4495,FBgn0031893,13753
CG11526,CG11526,FBgn0035437,13754
CG4496,CG4496,FBgn0031894,13755
CG7825,Rad17,FBgn0025808,13756
CG1663,CG1663,FBgn0033449,13757
CG33302,CG33302,FBgn0053302,13758
CG1677,CG1677,FBgn0029941,13759
CG7372,CG7372,FBgn0036522,13760
CG5055,baz,FBgn0000163,13761
CG4792,Dcr-1,FBgn0039016,13762
CG7719,gwl,FBgn0004461,13763
CG1950,CG1950,FBgn0030370,13764
CG4802,CG4802,FBgn0034215,13765
CG4006,Akt1,FBgn0010379,13766
CG7386,CG7386,FBgn0035691,13767
CG11281,CG11281,FBgn0036347,13768
CG10997,l(1)G0053,FBgn0030529,13769
CG10998,CG10998,FBgn0031142,13770
CG5056,CG5056,FBgn0032231,13771
CG32955,CG32955,FBgn0052955,13772
CG10318,NC2&agr;,FBgn0034650,13773
CG5076,elk,FBgn0011589,13774
CG5078,CG5078,FBgn0037005,13775
null,Amplicon Hits Multiple Gene Regions,,13776
CG13097,CG13097,FBgn0032051,13777
CG8734,CG8734,FBgn0033315,13778
CG2938,CG2938,FBgn0029685,13779
CG5089,CG5089,FBgn0034144,13780
CG8817,lilli,FBgn0041111,13781
CG13113,CG13113,FBgn0032126,13782
CG12295,CG12295,FBgn0033870,13783
CG5083,Rbf2,FBgn0038390,13784
CG3241,msl-2,FBgn0005616,13785
CG10824,CG10824,FBgn0038865,13786
CG3934,CG3934,FBgn0037783,13787
CG3385,nvy,FBgn0005636,13788
CG3692,CalpC,FBgn0030741,13789
CG1074,CG1074,FBgn0037250,13790
CG14438,CG14438,FBgn0029899,13791
CG11620,CG11620,FBgn0031226,13792
CG3206,Or2a,FBgn0023523,13793
CG13417,Gr93a,FBgn0041229,13794
CG13745,CG13745,FBgn0033354,13795
CG3225,CG3225,FBgn0031631,13796
CG5255,CG5255,FBgn0038485,13797
CG8277,CG8277,FBgn0035823,13798
CG17328,CG17328,FBgn0028895,13799
CG13260,CG13260,FBgn0032589,13800
CG1227,CG1227,FBgn0037491,13801
CG13968,sNPF,FBgn0032840,13802
CG13809,osm-1,FBgn0035317,13803
CG17147,CG17147,FBgn0036954,13804
CG3239,CG3239,FBgn0029769,13805
CG8772,nemy,FBgn0033765,13806
CG5733,CG5733,FBgn0034310,13807
CG5537,CG5537,FBgn0035639,13808
CG1404,ran,FBgn0020255,13809
CG9249,CG9249,FBgn0032922,13810
CG15845,Adf1,FBgn0000054,13811
CG3533,uzip,FBgn0004055,13812
CG3679,CG3679,FBgn0027521,13813
CG6805,CG6805,FBgn0034179,13814
CG1347,CG1347,FBgn0037363,13815
CG6546,Bap55,FBgn0025716,13816
CG3483,CG3483,FBgn0035005,13817
CG3534,CG3534,FBgn0038463,13818
Barcode Element,,,13819
CG14496,CG14496,FBgn0034297,13820
CG18783,Kr-h1,FBgn0028420,13821
CG5805,CG5805,FBgn0039223,13822
null,No Amplicon Gene Matches,,13823
CG14529,CG14529,FBgn0039609,13824
CG15155,CG15155,FBgn0032669,13825
CG16747,Oda,FBgn0014184,13826
Barcode Element,,,13827
CG32491,mod(mdg4),FBgn0002781,13828
CG15171,robl37BC,FBgn0028569,13829
CG17369,Vha55,FBgn0005671,13830
CG14071,CG14071,FBgn0032312,13831
CG8527,ppk23,FBgn0030844,13832
CG15423,CG15423,FBgn0031580,13833
CG6213,Vha13,FBgn0026753,13834
Barcode Element,,,13835
CG7224,CG7224,FBgn0031971,13836
CG15460,CG15460,FBgn0031104,13837
CG9468,CG9468,FBgn0032069,13838
CG15011,CG15011,FBgn0035518,13839
CG6000,CG6000,FBgn0039145,13840
CG12752,Nxt1,FBgn0028411,13841
CG13117,CG13117,FBgn0032140,13842
Barcode Element,,,13843
CG3927,CG3927,FBgn0034739,13844
CG10475,Jon65Ai,FBgn0035667,13845
CG7112,CG7112,FBgn0035879,13846
CG13165,CG13165,FBgn0033707,13847
CG5670,Atp&agr;,FBgn0002921,13848
CG8634,CG8634,FBgn0035737,13849
CG3960,CG3960,FBgn0029876,13850
Barcode Element,,,13851
CG32491,mod(mdg4),FBgn0002781,13852
CG8891,CG8891,FBgn0031663,13853
CG11614,nkd,FBgn0002945,13854
CG13494,CG13494,FBgn0034671,13855
CG8760,CG8760,FBgn0036383,13856
CG15532,hdc,FBgn0010113,13857
CG9779,CG9779,FBgn0037231,13858
Barcode Element,,,13859
CG1927,CG1927,FBgn0027547,13860
null,Amplicon Hits Multiple Gene Regions,,13861
CG17105,CG17105,FBgn0032280,13862
CG4279,CG4279,FBgn0034600,13863
null,-,,13864
CG32171,Lmpt,FBgn0036672,13865
CG6854,CG6854,FBgn0036478,13866
Barcode Element,,,13867
null,-,,13868
CG32029,CG32029,FBgn0052029,13869
CG1946,CG1946,FBgn0033216,13870
CG3285,CG3285,FBgn0031522,13871
CG12038,CG12038,FBgn0035179,13872
CG3265,Eb1,FBgn0027066,13873
CG10737,CG10737,FBgn0034420,13874
Barcode Element,,,13875
CG13375,CG13375,FBgn0040370,13876
null,No Amplicon Gene Matches,,13877
CG14509,CG14509,FBgn0039647,13878
null,Amplicon Hits Multiple Gene Regions,,13879
CG30196,CG30196,FBgn0050196,13880
CG14752,CG14752,FBgn0033307,13881
CG14757,CG14757,FBgn0033274,13882
Barcode Element,,,13883
CG32950,CG32950,FBgn0052950,13884
CG2358,CG2358,FBgn0026567,13885
CG6956,Lcp65Ac,FBgn0020642,13886
CG9353,mRpL54,FBgn0034579,13887
CG18624,CG18624,FBgn0029971,13888
CG3283,SdhB,FBgn0014028,13889
CG7635,CG7635,FBgn0030993,13890
Barcode Element,,,13891
CG6244,CG6244,FBgn0036531,13892
null,No Amplicon Gene Matches,,13893
CG5048,CG5048,FBgn0036437,13894
CG7634,CG7634,FBgn0037101,13895
CG32584,CG32584,FBgn0052584,13896
CG31708,CG31708,FBgn0051708,13897
CG12269,CG12269,FBgn0038665,13898
Barcode Element,,,13899
CG14390,beat-Vc,FBgn0038084,13900
CG11596,CG11596,FBgn0023522,13901
CG13825,CG13825,FBgn0040592,13902
CG13202,CG13202,FBgn0033623,13903
CG12529,Zw,FBgn0004057,13904
CG32717,sdt,FBgn0003349,13905
null,-,,13906
Barcode Element,,,13907
CG12026,CG12026,FBgn0035289,13908
CG15449,CG15449,FBgn0031146,13909
CG32352,CG32352,FBgn0052352,13910
null,Amplicon Hits Multiple Gene Regions,,13911
CG11254,mael,FBgn0016034,13912
null,No Amplicon Gene Matches,,13913
CG14176,Or67b,FBgn0036019,13914
Barcode Element,,,13915
CG32573,CG32573,FBgn0052573,13916
CG4604,GLaz,FBgn0033799,13917
CG10182,CG10182,FBgn0039091,13918
CG5081,Syx7,FBgn0033583,13919
CG32626,CG32626,FBgn0052626,13920
CG2252,fs(1)h,FBgn0004656,13921
CG10474,CG10474,FBgn0034427,13922
Barcode Element,,,13923
CG10415,TfIIE&agr;,FBgn0015828,13924
CG32498,dnc,FBgn0000479,13925
CG11130,Rtc1,FBgn0020909,13926
CG18024,SoxN,FBgn0029123,13927
CG1469,Fer2LCH,FBgn0015221,13928
CG2028,CkI&agr;,FBgn0015024,13929
CG5650,Pp1-87B,FBgn0004103,13930
CG3661,RpL23,FBgn0010078,13931
CG3395,RpS9,FBgn0010408,13932
null,spotting_soln,null,13933
CG4027,Act5C,FBgn0000042,13934
null,spotting_soln,null,13935
null,Ambion_Spike_7,null,13936
null,Ambion_Spike_8,null,13937
null,no_primer,null,13938
T:Scer\GAL4,T:Scer\GAL4,FBgn0026021,13939
null,spotting_soln,null,13940
CG1273,CG1273,FBgn0035522,13941
CG33097,CG33097,FBgn0053097,13942
CG9592,CG9592,FBgn0036426,13943
CG3569,Or59b,FBgn0034865,13944
CG15225,CG15225,FBgn0034551,13945
CG14113,CG14113,FBgn0040814,13946
CG18647,bin,FBgn0045759,13947
CG32156,Mbs,FBgn0005536,13948
CG6654,CG6654,FBgn0038301,13949
CG14160,CG14160,FBgn0036066,13950
CG8965,CG8965,FBgn0031745,13951
CG5896,CG5896,FBgn0039494,13952
CG3558,CG3558,FBgn0025681,13953
CG7161,Oseg1,FBgn0035891,13954
CG14260,CG14260,FBgn0039504,13955
CG14655,CG14655,FBgn0037275,13956
CG1468,CG1468,FBgn0030157,13957
CG10901,osk,FBgn0003015,13958
CG9730,mRpL21,FBgn0036853,13959
CG5662,CG5662,FBgn0030620,13960
CG14835,CG14835,FBgn0035782,13961
CG17058,Peritrophin-A,FBgn0022770,13962
CG6544,fau,FBgn0020439,13963
CG31243,cpo,FBgn0000363,13964
CG4532,pod1,FBgn0029903,13965
CG11522,RpL6,FBgn0039857,13966
CG14991,CG14991,FBgn0035498,13967
CG30460,CG30460,FBgn0050460,13968
CG1041,CG1041,FBgn0037440,13969
CG16800,CG16800,FBgn0032462,13970
CG7867,nuf,FBgn0013718,13971
CG3033,CG3033,FBgn0029818,13972
CG1155,Osi14,FBgn0040279,13973
CG11196,CG11196,FBgn0033248,13974
CG10912,CG10912,FBgn0034296,13975
CG11562,CG11562,FBgn0031247,13976
CG13221,Vhl,FBgn0041174,13977
CG9796,CG9796,FBgn0038149,13978
CG7860,CG7860,FBgn0030653,13979
CG6051,CG6051,FBgn0039492,13980
CG16885,CG16885,FBgn0032538,13981
CG13891,CG13891,FBgn0035139,13982
CG1812,CG1812,FBgn0031119,13983
CG5502,RpL4,FBgn0003279,13984
CG5529,B-H1,FBgn0011758,13985
CG12984,CG12984,FBgn0037042,13986
CG6585,Cyp308a1,FBgn0030949,13987
CG5030,CG5030,FBgn0038776,13988
CG6121,CG6121,FBgn0026080,13989
CG12052,lola,FBgn0005630,13990
CG5883,CG5883,FBgn0036225,13991
CG4887,CG4887,FBgn0031318,13992
CG11059,cals,FBgn0039928,13993
CG8159,CG8159,FBgn0037619,13994
CG31806,CG31806,FBgn0051806,13995
CG13155,CG13155,FBgn0033723,13996
CG1715,l(3)03670,FBgn0010808,13997
CG14299,CG14299,FBgn0038651,13998
CG7921,Mgat2,FBgn0039738,13999
CG14315,CG14315,FBgn0038568,14000
CG9036,CG9036,FBgn0034499,14001
CG6180,CG6180,FBgn0032453,14002
CG5961,CG5961,FBgn0038056,14003
CG9053,CG9053,FBgn0030606,14004
CG12795,CG12795,FBgn0031535,14005
CG3730,csul,FBgn0015925,14006
CG14448,CG14448,FBgn0037191,14007
CG14455,CG14455,FBgn0037175,14008
CG10053,CG10053,FBgn0037490,14009
CG12287,pdm2,FBgn0004394,14010
CG9499,ppk7,FBgn0031802,14011
CG7600,CG7600,FBgn0064766,14012
CG9550,CG9550,FBgn0031826,14013
CG15145,CG15145,FBgn0032649,14014
CG12286,kar,FBgn0001296,14015
CG17325,CG17325,FBgn0040993,14016
CG14607,CG14607,FBgn0037488,14017
CG18554,CG18554,FBgn0038060,14018
CG5571,CG5571,FBgn0036982,14019
CG33067,CG33067,FBgn0053067,14020
CG17991,CG17991,FBgn0039498,14021
CG5877,CG5877,FBgn0030625,14022
CG32556,CG32556,FBgn0052556,14023
CG9288,CG9288,FBgn0038182,14024
CG7390,smp-30,FBgn0038257,14025
CG32050,CG32050,FBgn0052050,14026
CG8997,CG8997,FBgn0028920,14027
CG5619,trk,FBgn0003751,14028
CG14740,CG14740,FBgn0037988,14029
CG14196,CG14196,FBgn0031002,14030
CG14747,CG14747,FBgn0033306,14031
CG15306,CG15306,FBgn0030191,14032
CG2702,CG2702,FBgn0037540,14033
CG14220,CG14220,FBgn0031036,14034
CG8985,DmsR-1,FBgn0035331,14035
CG10713,CG10713,FBgn0036360,14036
CG15324,CG15324,FBgn0029966,14037
CG8098,Picot,FBgn0024315,14038
CG15336,CG15336,FBgn0030009,14039
CG16782,CG16782,FBgn0029659,14040
CG10628,CG10628,FBgn0032818,14041
CG12289,CG12289,FBgn0036160,14042
CG15356,CG15356,FBgn0031377,14043
CG14826,CG14826,FBgn0035750,14044
CG33119,CG33119,FBgn0027929,14045
CG7639,CG7639,FBgn0033989,14046
CG1637,CG1637,FBgn0030245,14047
CG7254,GlyP,FBgn0004507,14048
CG6745,CG6745,FBgn0035901,14049
CG3881,GlcAT-S,FBgn0032135,14050
CG3898,CG3898,FBgn0030070,14051
CG3073,l(1)G0144,FBgn0027296,14052
CG4877,CG4877,FBgn0036624,14053
CG11153,Sox102F,FBgn0039938,14054
CG4694,her,FBgn0001185,14055
CG6568,CG6568,FBgn0034210,14056
CG3957,CG3957,FBgn0034876,14057
CG7290,CG7290,FBgn0036949,14058
CG4706,CG4706,FBgn0037862,14059
null,Amplicon Hits Multiple Gene Regions,,14060
CG17077,pnt,FBgn0003118,14061
CG7611,CG7611,FBgn0037094,14062
CG11186,toy,FBgn0019650,14063
CG4795,Cpn,FBgn0010218,14064
CG4729,CG4729,FBgn0036623,14065
CG32542,CG32542,FBgn0052542,14066
CG7861,CG7861,FBgn0033055,14067
CG7053,CG7053,FBgn0030960,14068
CG6036,CG6036,FBgn0039421,14069
CG12169,CG12169,FBgn0035143,14070
CG32548,CG32548,FBgn0052548,14071
CG8271,CG8271,FBgn0033657,14072
CG11379,CG11379,FBgn0040362,14073
null,-,,14074
CG12259,CG12259,FBgn0039557,14075
CG7992,CG7992,FBgn0031004,14076
CG9153,CG9153,FBgn0035207,14077
CG11551,ind,FBgn0025776,14078
CG12376,CG12376,FBgn0033323,14079
CG32394,CG32394,FBgn0052394,14080
CG9817,CG9817,FBgn0030219,14081
CG1019,Mlp84B,FBgn0014863,14082
CG9841,EfSec,FBgn0034627,14083
CG15630,CG15630,FBgn0031627,14084
CG9375,Ras85D,FBgn0003205,14085
CG3645,CG3645,FBgn0031238,14086
null,Amplicon Hits Multiple Gene Regions,,14087
null,No Amplicon Gene Matches,,14088
CG16771,CG16771,FBgn0032779,14089
CG9858,clt,FBgn0000326,14090
CG5618,CG5618,FBgn0036975,14091
CG3326,CG3326,FBgn0031519,14092
CG3346,pon,FBgn0025739,14093
CG9717,CG9717,FBgn0039789,14094
CG3349,CG3349,FBgn0036459,14095
CG15706,CG15706,FBgn0034093,14096
CG10186,CG10186,FBgn0032797,14097
CG10465,CG10465,FBgn0033017,14098
CG15725,CG15725,FBgn0030417,14099
CG32048,CG32048,FBgn0052048,14100
CG1838,myoglianin,FBgn0026199,14101
CG2925,noi,FBgn0014366,14102
CG2989,CG2989,FBgn0030171,14103
CG7794,CG7794,FBgn0038565,14104
CG11098,CG11098,FBgn0031842,14105
CG4627,CG4627,FBgn0033808,14106
CG4631,CG4631,FBgn0032590,14107
CG17195,CG17195,FBgn0039369,14108
CG5131,CG5131,FBgn0032644,14109
CG2183,CG2183,FBgn0033273,14110
CG11380,CG11380,FBgn0040359,14111
CG32555,RhoGAPp190,FBgn0026375,14112
CG4925,CG4925,FBgn0036614,14113
CG7855,timeout,FBgn0038118,14114
CG4909,POSH,FBgn0040294,14115
CG18635,CG18635,FBgn0034279,14116
CG5175,CG5175,FBgn0038476,14117
CG6841,CG6841,FBgn0036828,14118
CG3424,CG3424,FBgn0036007,14119
CG8695,LvpL,FBgn0002571,14120
CG1901,mav,FBgn0039914,14121
CG4954,eIF3-S8,FBgn0034258,14122
CG3635,CG3635,FBgn0032981,14123
CG31792,CG31792,FBgn0051792,14124
CG5190,CG5190,FBgn0034351,14125
CG16898,CG16898,FBgn0034480,14126
CG8374,dmt,FBgn0016792,14127
CG5284,CG5284,FBgn0036566,14128
CG13361,CG13361,FBgn0029532,14129
CG8515,CG8515,FBgn0033731,14130
null,Amplicon Hits Multiple Gene Regions,,14131
CG6845,CG6845,FBgn0035099,14132
CG14478,CG14478,FBgn0028953,14133
CG5785,thr,FBgn0003701,14134
Barcode Element,,,14135
CG5506,CG5506,FBgn0036766,14136
CG13941,CG13941,FBgn0033928,14137
CG8870,CG8870,FBgn0038144,14138
CG5514,CG5514,FBgn0039560,14139
CG5519,Gbp,FBgn0013969,14140
CG8508,CG8508,FBgn0038123,14141
CG2260,CG2260,FBgn0030000,14142
Barcode Element,,,14143
CG8509,CG8509,FBgn0030696,14144
null,Amplicon Hits Multiple Gene Regions,,14145
CG5290,CG5290,FBgn0036772,14146
CG33521,CG33521,FBgn0053521,14147
CG17762,tomosyn,FBgn0030412,14148
CG14754,CG14754,FBgn0033300,14149
CG18408,CAP,FBgn0033504,14150
Barcode Element,,,14151
CG5652,CG5652,FBgn0027917,14152
CG4372,CG4372,FBgn0034665,14153
CG15760,CG15760,FBgn0030508,14154
CG5646,CG5646,FBgn0039525,14155
CG15352,CG15352,FBgn0040930,14156
CG12207,CG12207,FBgn0038220,14157
CG10005,CG10005,FBgn0037972,14158
Barcode Element,,,14159
CG32498,dnc,FBgn0000479,14160
CG7580,CG7580,FBgn0036728,14161
CG4533,l(2)efl,FBgn0011296,14162
CG15462,CG15462,FBgn0031102,14163
CG10146,AttA,FBgn0012042,14164
CG17341,CG17341,FBgn0028906,14165
CG11294,CG11294,FBgn0030058,14166
Barcode Element,,,14167
CG4700,Sema-2a,FBgn0011260,14168
CG30286,CG30286,FBgn0050286,14169
CG5741,CG5741,FBgn0035937,14170
CG1065,Scs&agr;,FBgn0004888,14171
CG5479,mRpL43,FBgn0034893,14172
CG9350,CG9350,FBgn0034576,14173
CG6134,spz,FBgn0003495,14174
Barcode Element,,,14175
CG2196,CG2196,FBgn0039872,14176
CG1883,RpS7,FBgn0039757,14177
CG6518,inaC,FBgn0004784,14178
CG1210,Pk61C,FBgn0020386,14179
CG14370,CG14370,FBgn0038158,14180
CG5071,CG5071,FBgn0039347,14181
CG32648,Pde9,FBgn0052648,14182
Barcode Element,,,14183
CG3337,CG3337,FBgn0038871,14184
CG2528,CG2528,FBgn0032969,14185
CG10184,CG10184,FBgn0039094,14186
CG4408,CG4408,FBgn0039073,14187
CG9162,CG9162,FBgn0031778,14188
CG3091,CG3091,FBgn0029608,14189
CG6772,Slob,FBgn0024290,14190
Barcode Element,,,14191
CG7382,CG7382,FBgn0031708,14192
CG15876,CG15876,FBgn0035569,14193
null,No Amplicon Gene Matches,,14194
CG3399,capu,FBgn0000256,14195
CG31893,Peritrophin-15b,FBgn0040958,14196
CG9553,chic,FBgn0000308,14197
null,-,,14198
Barcode Element,,,14199
null,-,,14200
CG5310,nmdyn-D6,FBgn0030573,14201
CG9236,CG9236,FBgn0034558,14202
CG6878,CG6878,FBgn0036488,14203
CG1969,CG1969,FBgn0039690,14204
CG31694,CG31694,FBgn0051694,14205
CG15411,CG15411,FBgn0040712,14206
Barcode Element,,,14207
null,-,,14208
CG7046,CG7046,FBgn0038979,14209
CG14957,CG14957,FBgn0035412,14210
CG15006,CG15006,FBgn0035510,14211
CG6259,CG6259,FBgn0036740,14212
null,No Amplicon Gene Matches,,14213
CG15579,CG15579,FBgn0040906,14214
Barcode Element,,,14215
CG8144,ps,FBgn0026188,14216
CG1171,Akh,FBgn0004552,14217
CG7394,CG7394,FBgn0036173,14218
null,No Amplicon Gene Matches,,14219
CG11596,CG11596,FBgn0023522,14220
CG16799,CG16799,FBgn0034538,14221
null,-,,14222
Barcode Element,,,14223
CG10789,ng4,FBgn0010296,14224
CG31062,side,FBgn0016061,14225
CG9073,TpnC47D,FBgn0010423,14226
CG14560,msopa,FBgn0004414,14227
CG8337,m&agr;,FBgn0002732,14228
CG13072,PDCD-5,FBgn0036580,14229
null,Amplicon Hits Multiple Gene Regions,,14230
Barcode Element,,,14231
CG11140,Aldh-III,FBgn0010548,14232
CG12673,olf413,FBgn0037153,14233
CG6998,ctp,FBgn0011760,14234
CG31275,CG31275,FBgn0063261,14235
CG7676,CG7676,FBgn0038612,14236
CG8819,achi,FBgn0033749,14237
CG15859,CG15859,FBgn0035071,14238
Barcode Element,,,14239
null,No Amplicon Gene Matches,,14240
CG17028,CG17028,FBgn0036552,14241
CG12557,dpr13,FBgn0034286,14242
CG30195,CG30195,FBgn0050195,14243
CG3530,CG3530,FBgn0028497,14244
CG18301,CG18301,FBgn0032265,14245
CG5295,CG5295,FBgn0036449,14246
CG14307,fru,FBgn0004652,14247
null,,,14248
CG10051,CG10051,FBgn0034437,14249
CG32592,hiw,FBgn0030600,14250
CG12607,CG12607,FBgn0035545,14251
CG17932,Ugt36Bc,FBgn0040260,14252
Barcode Element,,,14253
CG15663,Rgk3,FBgn0034609,14254
CG9065,CG9065,FBgn0030610,14255
CG15335,CG15335,FBgn0030001,14256
null,spotting_soln,null,14257
CG4027,Act5C,FBgn0000042,14258
null,spotting_soln,null,14259
null,Ambion_Spike_5,null,14260
null,Ambion_Spike_6,null,14261
Scer\FLP1,Scer\FLP1,FBgn0014444,14262
T:Ecol\lacZ,T:Ecol\lacZ,FBgn0015311,14263
null,spotting_soln,null,14264
CG1136,CG1136,FBgn0035490,14265
CG3528,CG3528,FBgn0031430,14266
CG6061,mip120,FBgn0033846,14267
CG15160,CG15160,FBgn0032688,14268
CG9213,CG9213,FBgn0030655,14269
CG14598,CG14598,FBgn0037503,14270
CG17568,CG17568,FBgn0032763,14271
CG7736,Syx6,FBgn0037084,14272
CG1135,CG1135,FBgn0035489,14273
CG3754,CG3754,FBgn0030428,14274
CG31342,CG31342,FBgn0051342,14275
CG9222,CG9222,FBgn0031784,14276
CG6950,CG6950,FBgn0037955,14277
CG14050,CG14050,FBgn0040392,14278
CG9224,sog,FBgn0003463,14279
CG9226,CG9226,FBgn0031782,14280
CG6666,CG6666,FBgn0037873,14281
CG7184,Mkrn1,FBgn0029152,14282
CG1448,inx3,FBgn0028373,14283
CG18369,CG18369,FBgn0033860,14284
CG14714,CG14714,FBgn0037929,14285
CG18596,CG18596,FBgn0038953,14286
CG9410,CG9410,FBgn0033086,14287
CG9327,Pros29,FBgn0003150,14288
CG12607,CG12607,FBgn0035545,14289
CG32594,CG32594,FBgn0052594,14290
Barcode Element,,,14291
CG5715,CG5715,FBgn0039180,14292
CG4464,RpS19a,FBgn0010412,14293
CG4747,CG4747,FBgn0043456,14294
CG1743,Gs2,FBgn0001145,14295
CG4207,bonsai,FBgn0026261,14296
CG33254,CG33254,FBgn0040887,14297
CG6017,CG6017,FBgn0036555,14298
Barcode Element,,,14299
null,Amplicon Hits Multiple Gene Regions,,14300
CG16857,CG16857,FBgn0028482,14301
CG32533,CG32533,FBgn0052533,14302
CG5971,CG5971,FBgn0035918,14303
CG13014,CG13014,FBgn0030759,14304
null,-,,14305
CG9542,CG9542,FBgn0031821,14306
CG12202,Nat1,FBgn0031020,14307
CG10550,CG10550,FBgn0039321,14308
CG9522,CG9522,FBgn0030587,14309
CG31666,CG31666,FBgn0051666,14310
CG8007,CG8007,FBgn0037600,14311
CG5166,Atx2,FBgn0041188,14312
CG1386,antdh,FBgn0026268,14313
CG12993,CG12993,FBgn0030840,14314
CG14515,CG14515,FBgn0039648,14315
CG31640,CG31640,FBgn0051640,14316
CG6348,ro,FBgn0003267,14317
null,Amplicon Hits Multiple Gene Regions,,14318
CG12997,CG12997,FBgn0030831,14319
CG5287,CG5287,FBgn0032477,14320
CG6673,CG6673,FBgn0035906,14321
CG33214,CG33214,FBgn0053214,14322
CG4060,CG4060,FBgn0038487,14323
CG16820,CG16820,FBgn0032495,14324
CG15280,CG15280,FBgn0028867,14325
CG3358,CG3358,FBgn0033117,14326
CG6125,CG6125,FBgn0038337,14327
CG3160,CG3160,FBgn0029789,14328
CG3589,CG3589,FBgn0035065,14329
CG16969,CG16969,FBgn0032390,14330
CG6443,CG6443,FBgn0032290,14331
CG8182,GalNAc-T1,FBgn0034025,14332
CG3386,CG3386,FBgn0035152,14333
CG12028,dib,FBgn0000449,14334
CG7007,VhaPPA1-1,FBgn0028662,14335
CG3880,CG3880,FBgn0035057,14336
CG10897,tou,FBgn0033636,14337
CG11188,CG11188,FBgn0031851,14338
CG4461,CG4461,FBgn0035982,14339
CG12767,Dip3,FBgn0040465,14340
CG4233,Got2,FBgn0001125,14341
CG10278,GATAe,FBgn0038391,14342
CG13739,CG13739,FBgn0033403,14343
