gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q
CG3967,FBgn0035989,CG3967-PA-1264,2,1,5,2,0.51076640699012,0.841324328220631
CG4045,FBgn0025629,CG4045-PA-169,1,2,3,3,0.508304503114165,0.841324328220631
CG4119,FBgn0028474,CG4119-PA-2127,2,1,2,4,0.51076640699012,0.841324328220631
CG42359,FBgn0259705,CG42359-PA-139,1,2,4,3,0.508304503114165,0.841324328220631
CG42574,FBgn0260794,CG42574-PA-7644,1,5,1,2,0.51076640699012,0.841324328220631
CG42724,FBgn0261641,CG42724-PC-2477,0,3,5,1,0.51076640699012,0.841324328220631
CG4365,FBgn0037024,CG4365-PA-102,2,1,5,2,0.51076640699012,0.841324328220631
CG4495,FBgn0031893,CG4495-PA-229,3,0,3,3,0.51076640699012,0.841324328220631
CG4603,FBgn0035593,CG4603-PA-799,3,3,1,2,0.508304503114165,0.841324328220631
CG4645,FBgn0030435,CG4645-PA-12,1,2,3,4,0.508304503114165,0.841324328220631
CG4914,FBgn0036436,CG4914-PA-341,8,10,12,5,0.51063317462496,0.841324328220631
CG5068,FBgn0035951,CG5068-PA-486,2,1,3,3,0.508304503114165,0.841324328220631
CG5118,FBgn0031317,CG5118-PA-357,2,1,5,2,0.51076640699012,0.841324328220631
CG5180,FBgn0043457,CG5180-PA-597,2,1,2,4,0.51076640699012,0.841324328220631
CG5290,FBgn0036772,CG5290-PA-1839,2,1,5,1,0.51076640699012,0.841324328220631
CG5315,FBgn0038984,CG5315-PA-1261,2,1,1,5,0.51076640699012,0.841324328220631
CG5535,FBgn0036764,CG5535-PB-1119,3,3,1,2,0.508304503114165,0.841324328220631
CG5585,FBgn0036973,CG5585-PA-381,5,9,7,15,0.51063317462496,0.841324328220631
CG5706,FBgn0039175,CG5706-PA-574,6,0,2,1,0.51076640699012,0.841324328220631
CG5758,FBgn0032666,CG5758-PA-385,3,0,6,1,0.51076640699012,0.841324328220631
CG5840,FBgn0038516,CG5840-PA-628,1,2,4,3,0.508304503114165,0.841324328220631
CG5853,FBgn0032167,CG5853-PA-1959,33,27,42,40,0.508034531701824,0.841324328220631
CG5946,FBgn0036211,CG5946-PA-853,4,2,2,1,0.51076640699012,0.841324328220631
CG5989,FBgn0017429,CG5989-PA-1150,1,2,3,3,0.508304503114165,0.841324328220631
CG6020,FBgn0037001,CG6020-PA-463,50,56,58,56,0.510673843514697,0.841324328220631
CG6310,FBgn0036121,CG6310-PA-206,0,3,4,2,0.51076640699012,0.841324328220631
CG6425,FBgn0039449,CG6425-PA-716,5,2,8,5,0.509866395341652,0.841324328220631
CG6490,FBgn0039431,CG6490-PB-2690,1,2,3,3,0.508304503114165,0.841324328220631
CG6659,FBgn0030946,CG6659-PA-1887,2,1,2,4,0.51076640699012,0.841324328220631
CG6744,FBgn0037901,CG6744-PA-1378,2,4,3,0,0.51076640699012,0.841324328220631
CG6745,FBgn0035901,CG6745-PA-1336,2,1,2,4,0.51076640699012,0.841324328220631
CG6785,FBgn0032399,CG6785-PA-1648,3,3,2,1,0.508304503114165,0.841324328220631
CG6796,FBgn0034177,CG6796-PA-1126,2,4,2,1,0.51076640699012,0.841324328220631
CG6838,FBgn0037182,CG6838-PA-936,1,2,4,3,0.508304503114165,0.841324328220631
CG6966,FBgn0038286,CG6966-PB-1233,1,5,0,3,0.51076640699012,0.841324328220631
CG6983,FBgn0035896,CG6983-PA-292,35,34,37,35,0.508034531701824,0.841324328220631
CG7099,FBgn0032517,CG7099-PA-4854,3,0,4,3,0.51076640699012,0.841324328220631
CG7133,FBgn0037150,CG7133-PA-196,0,3,4,2,0.51076640699012,0.841324328220631
CG7154,FBgn0031947,CG7154-PA-2331,1,5,1,2,0.51076640699012,0.841324328220631
CG7239,FBgn0031740,CG7239-PA-1272,2,1,5,2,0.51076640699012,0.841324328220631
CG7272,FBgn0036501,CG7272-PA-604,3,0,5,2,0.51076640699012,0.841324328220631
CG7339,FBgn0036188,CG7339-PA-426,2,5,9,4,0.509866395341652,0.841324328220631
CG7430,FBgn0036762,CG7430-PA-1421,4,2,3,0,0.51076640699012,0.841324328220631
CG7441,FBgn0036763,CG7441-PA-1110,2,1,1,5,0.51076640699012,0.841324328220631
CG7706,FBgn0038640,CG7706-PA-1923,1,2,4,2,0.51076640699012,0.841324328220631
CG7770,FBgn0036918,CG7770-PA-297,2,1,4,2,0.51076640699012,0.841324328220631
CG7840,FBgn0032014,CG7840-PA-837,38,36,50,28,0.510592095349254,0.841324328220631
CG7943,FBgn0039741,CG7943-PA-910,4,2,1,2,0.51076640699012,0.841324328220631
CG7966,FBgn0038115,CG7966-PA-606,2,1,2,4,0.51076640699012,0.841324328220631
CG8108,FBgn0027567,CG8108-PA-1503,2,1,4,2,0.51076640699012,0.841324328220631
CG8108,FBgn0027567,CG8108-PA-1726,0,3,3,3,0.51076640699012,0.841324328220631
CG8184,FBgn0030674,CG8184-PB-13620,3,0,3,3,0.51076640699012,0.841324328220631
CG8230,FBgn0027607,CG8230-PA-1428,0,3,4,2,0.51076640699012,0.841324328220631
CG8378,FBgn0027495,CG8378-PA-817,3,0,6,0,0.51076640699012,0.841324328220631
CG8602,FBgn0035763,CG8602-PA-1299,4,2,2,1,0.51076640699012,0.841324328220631
CG8632,FBgn0033762,CG8632-PA-1945,58,66,74,61,0.506945674301792,0.841324328220631
CG8765,FBgn0036900,CG8765-PA-930,0,3,2,4,0.51076640699012,0.841324328220631
CG8771,FBgn0033766,CG8771-PB-4230,0,3,5,2,0.51076640699012,0.841324328220631
CG8814,FBgn0031478,CG8814-PA-70,0,3,3,4,0.51076640699012,0.841324328220631
CG8818,FBgn0033751,CG8818-PA-697,1,2,4,2,0.51076640699012,0.841324328220631
CG8839,FBgn0033717,CG8839-PA-405,1,2,3,4,0.508304503114165,0.841324328220631
CG9027,FBgn0033631,CG9027-PD-616,1,2,2,4,0.51076640699012,0.841324328220631
CG9065,FBgn0030610,CG9065-PA-223,4,2,2,1,0.51076640699012,0.841324328220631
CG9095,FBgn0030617,CG9095-PA-2574,3,3,2,1,0.508304503114165,0.841324328220631
CG9215,FBgn0030659,CG9215-PA-1506,1,2,4,2,0.51076640699012,0.841324328220631
CG9418,FBgn0026582,CG9418-PA-880,2,4,3,0,0.51076640699012,0.841324328220631
CG9576,FBgn0031091,CG9576-PA-346,1,2,4,2,0.51076640699012,0.841324328220631
CG9813,FBgn0038143,CG9813-PA-1512,3,0,5,2,0.51076640699012,0.841324328220631
CG9839,FBgn0037633,CG9839-PA-598,4,3,9,4,0.509866395341652,0.841324328220631
CG9934,FBgn0032467,CG9934-PA-2433,2,1,4,3,0.508304503114165,0.841324328220631
cic,FBgn0262582,cic-PA-2757,2,5,3,10,0.509866395341652,0.841324328220631
CkIIbeta,FBgn0000259,CkIIbeta-PB-337,1,2,3,4,0.508304503114165,0.841324328220631
clos,FBgn0261016,clos-PD-5390,4,7,2,7,0.509866395341652,0.841324328220631
clu,FBgn0034087,clu-PA-2098,3,3,1,2,0.508304503114165,0.841324328220631
cnn,FBgn0013765,cnn-PA-1677,2,1,2,4,0.51076640699012,0.841324328220631
cno,FBgn0259212,cno-PC-5073,0,3,4,3,0.51076640699012,0.841324328220631
Cpr100A,FBgn0039805,Cpr100A-PA-190,0,3,5,2,0.51076640699012,0.841324328220631
Crag,FBgn0025864,Crag-PA-4932,4,2,2,1,0.51076640699012,0.841324328220631
crn,FBgn0000377,crn-PA-1380,1,2,4,2,0.51076640699012,0.841324328220631
crol,FBgn0020309,crol-PA-301,1,2,2,4,0.51076640699012,0.841324328220631
CstF-64,FBgn0027841,CstF-64-PA-771,2,5,5,8,0.509866395341652,0.841324328220631
csw,FBgn0000382,csw-PA-2454,1,2,6,1,0.51076640699012,0.841324328220631
Ctf4,FBgn0033890,Ctf4-PA-1959,4,2,2,1,0.51076640699012,0.841324328220631
Ctr1A,FBgn0062413,Ctr1A-PA-321,1,2,6,1,0.51076640699012,0.841324328220631
Cul-5,FBgn0039632,Cul-5-PA-2044,2,1,1,5,0.51076640699012,0.841324328220631
cype,FBgn0015031,cype-PA-184,4,10,7,15,0.51063317462496,0.841324328220631
D12,FBgn0027490,D12-PA-970,0,3,3,4,0.51076640699012,0.841324328220631
Ddx1,FBgn0015075,Ddx1-PA-1795,2,1,4,2,0.51076640699012,0.841324328220631
dgt6,FBgn0039638,dgt6-PA-166,2,1,2,4,0.51076640699012,0.841324328220631
DNA-ligI,FBgn0262619,DNA-ligI-PA-2149,0,3,2,4,0.51076640699012,0.841324328220631
DNApol-alpha73,FBgn0005696,DNApol-alpha73-PC-1384,1,2,4,2,0.51076640699012,0.841324328220631
d,FBgn0262029,d-PA-3022,29,31,40,42,0.508034531701824,0.841324328220631
Efr,FBgn0029849,Efr-PA-618,2,1,5,2,0.51076640699012,0.841324328220631
eIF3-S9,FBgn0034237,eIF3-S9-PA-321,2,1,6,0,0.51076640699012,0.841324328220631
eIF-4E,FBgn0015218,eIF-4E-PA-232,6,5,2,7,0.509866395341652,0.841324328220631
emp,FBgn0010435,emp-PA-500,1,2,3,3,0.508304503114165,0.841324328220631
Eno,FBgn0000579,Eno-PA-492,136,136,159,191,0.506081744094493,0.841324328220631
Eps-15,FBgn0035060,Eps-15-PA-2049,1,2,5,2,0.51076640699012,0.841324328220631
Etl1,FBgn0032157,Etl1-PA-1906,1,2,1,5,0.51076640699012,0.841324328220631
Ets98B,FBgn0005659,Ets98B-PA-772,3,3,1,2,0.508304503114165,0.841324328220631
E(var)3-9,FBgn0260243,E(var)3-9-PA-1282,112,108,124,121,0.509859704840899,0.841324328220631
Exn,FBgn0261547,Exn-PA-2422,9,14,19,15,0.507378096164758,0.841324328220631
exo84,FBgn0260946,exo84-PA-261,2,1,5,2,0.51076640699012,0.841324328220631
FLASH,FBgn0033806,FLASH-PA-2301,18,12,25,19,0.505491553739899,0.841324328220631
f,FBgn0262111,f-PB-1815,0,3,3,4,0.51076640699012,0.841324328220631
fra,FBgn0011592,fra-PA-1150,0,3,5,1,0.51076640699012,0.841324328220631
frtz,FBgn0086698,frtz-PA-1902,42,43,49,42,0.506855095371001,0.841324328220631
Gadd34,FBgn0034948,Gadd34-PA-72,2,5,5,8,0.509866395341652,0.841324328220631
Gcn2,FBgn0019990,Gcn2-PA-2079,1,2,3,3,0.508304503114165,0.841324328220631
glu,FBgn0015391,glu-PA-2376,2,4,1,2,0.51076640699012,0.841324328220631
GlyP,FBgn0004507,GlyP-PA-2037,77,69,85,75,0.507850452310292,0.841324328220631
GNBP3,FBgn0040321,GNBP3-PA-1420,12,6,9,7,0.51063317462496,0.841324328220631
Got2,FBgn0001125,Got2-PA-1102,0,3,1,5,0.51076640699012,0.841324328220631
Gp93,FBgn0039562,Gp93-PA-1252,1,2,0,6,0.51076640699012,0.841324328220631
Gp93,FBgn0039562,Gp93-PA-1945,1,5,1,2,0.51076640699012,0.841324328220631
Gp93,FBgn0039562,Gp93-PA-249,1,2,4,2,0.51076640699012,0.841324328220631
Gprk2,FBgn0261988,Gprk2-PA-1342,2,1,5,2,0.51076640699012,0.841324328220631
Gr77a,FBgn0045474,Gr77a-PA-987,1,5,2,1,0.51076640699012,0.841324328220631
granny-smith,FBgn0040493,granny-smith-PB-1290,2,1,5,2,0.51076640699012,0.841324328220631
Grip128,FBgn0026433,Grip128-PB-2213,2,1,3,4,0.51076640699012,0.841324328220631
Gtp-bp,FBgn0010391,Gtp-bp-PA-1486,2,1,2,4,0.51076640699012,0.841324328220631
hd,FBgn0086695,hd-PA-930,2,1,1,5,0.51076640699012,0.841324328220631
Hel89B,FBgn0022787,Hel89B-PB-4179,10,4,11,11,0.51063317462496,0.841324328220631
Hel89B,FBgn0022787,Hel89B-PB-5673,1,2,2,4,0.51076640699012,0.841324328220631
Hexo1,FBgn0041630,Hexo1-PA-342,2,4,1,2,0.51076640699012,0.841324328220631
hipk,FBgn0035142,hipk-PA-1944,2,1,2,4,0.51076640699012,0.841324328220631
hipk,FBgn0035142,hipk-PA-3171,2,1,3,4,0.51076640699012,0.841324328220631
Hnf4,FBgn0004914,Hnf4-PA-1488,2,1,5,2,0.51076640699012,0.841324328220631
Hop,FBgn0024352,Hop-PA-319,2,1,4,3,0.508304503114165,0.841324328220631
hrg,FBgn0015949,hrg-PA-1953,0,3,3,3,0.51076640699012,0.841324328220631
Hsf,FBgn0001222,Hsf-PA-288,3,0,4,3,0.51076640699012,0.841324328220631
Hsp23,FBgn0001224,Hsp23-PA-205,3,0,3,3,0.51076640699012,0.841324328220631
Hsp27,FBgn0001226,Hsp27-PA-27,0,3,3,3,0.51076640699012,0.841324328220631
ihog,FBgn0031872,ihog-PA-1022,2,1,5,1,0.51076640699012,0.841324328220631
Ing3,FBgn0030945,Ing3-PA-1432,2,4,1,2,0.51076640699012,0.841324328220631
IntS9,FBgn0036570,IntS9-PA-181,1,2,2,4,0.51076640699012,0.841324328220631
jar,FBgn0011225,jar-PB-1804,1,2,3,3,0.508304503114165,0.841324328220631
jar,FBgn0011225,jar-PB-3439,1,2,1,5,0.51076640699012,0.841324328220631
kkv,FBgn0001311,kkv-PA-3535,0,3,3,3,0.51076640699012,0.841324328220631
Klp67A,FBgn0004379,Klp67A-PA-676,0,3,4,3,0.51076640699012,0.841324328220631
klu,FBgn0013469,klu-PA-2271,2,1,4,2,0.51076640699012,0.841324328220631
ko,FBgn0020294,ko-PA-486,1,2,4,2,0.51076640699012,0.841324328220631
KrT95D,FBgn0020647,KrT95D-PA-3487,2,1,3,3,0.508304503114165,0.841324328220631
l(2)34Fd,FBgn0261535,l(2)34Fd-PA-1881,1,2,3,4,0.508304503114165,0.841324328220631
l(3)82Fd,FBgn0013576,l(3)82Fd-PA-358,2,1,3,4,0.51076640699012,0.841324328220631
l(3)mbt,FBgn0002441,l(3)mbt-PA-2667,1,2,2,4,0.51076640699012,0.841324328220631
lap,FBgn0086372,lap-PA-727,2,4,1,2,0.51076640699012,0.841324328220631
lark,FBgn0011640,lark-PA-816,0,3,5,2,0.51076640699012,0.841324328220631
larp,FBgn0261618,larp-PA-1132,2,1,3,3,0.508304503114165,0.841324328220631
ldlCp,FBgn0026634,ldlCp-PA-198,2,4,0,3,0.51076640699012,0.841324328220631
ligatin,FBgn0041588,ligatin-PA-823,3,0,3,4,0.51076640699012,0.841324328220631
Lnk,FBgn0028717,Lnk-PA-915,3,0,3,3,0.51076640699012,0.841324328220631
lola,FBgn0005630,lola-PN-2097,1,2,4,3,0.508304503114165,0.841324328220631
lox,FBgn0039848,lox-PA-504,2,1,2,4,0.51076640699012,0.841324328220631
Lrt,FBgn0034540,Lrt-PB-1512,1,2,4,2,0.51076640699012,0.841324328220631
lva,FBgn0029688,lva-PC-6186,2,1,3,4,0.51076640699012,0.841324328220631
Marcal1,FBgn0031655,Marcal1-PA-636,2,1,4,2,0.51076640699012,0.841324328220631
mars,FBgn0033845,mars-PA-2622,70,94,100,77,0.508709014037902,0.841324328220631
Med,FBgn0011655,Med-PA-2283,52,67,72,85,0.509183141780981,0.841324328220631
mfas,FBgn0260745,mfas-PB-1467,3,0,3,3,0.51076640699012,0.841324328220631
mfas,FBgn0260745,mfas-PB-2318,3,3,2,1,0.508304503114165,0.841324328220631
Mfe2,FBgn0030731,Mfe2-PA-846,4,3,9,4,0.509866395341652,0.841324328220631
mfrn,FBgn0039561,mfrn-PA-510,1,2,3,4,0.508304503114165,0.841324328220631
Mio,FBgn0032940,Mio-PA-2331,2,4,2,1,0.51076640699012,0.841324328220631
mio,FBgn0031399,mio-PA-2361,2,1,2,4,0.51076640699012,0.841324328220631
mip130,FBgn0023509,mip130-PA-2404,1,2,4,2,0.51076640699012,0.841324328220631
Mipp1,FBgn0026061,Mipp1-PA-985,3,3,1,2,0.508304503114165,0.841324328220631
mon2,FBgn0031985,mon2-PB-4193,2,1,3,4,0.51076640699012,0.841324328220631
mp,FBgn0260660,mp-PB-2133,1,2,3,4,0.508304503114165,0.841324328220631
mRpS31,FBgn0036557,mRpS31-PA-336,108,109,111,130,0.506814618395346,0.841324328220631
msl-1,FBgn0005617,msl-1-PA-1911,5,1,2,1,0.51076640699012,0.841324328220631
Msp-300,FBgn0261836,Msp-300-PB-20066,9,9,4,12,0.51063317462496,0.841324328220631
mtacp1,FBgn0011361,mtacp1-PA-334,2,5,8,5,0.509866395341652,0.841324328220631
mura,FBgn0037705,mura-PA-2308,1,5,0,3,0.51076640699012,0.841324328220631
mus308,FBgn0002905,mus308-PA-5661,1,2,3,3,0.508304503114165,0.841324328220631
mys,FBgn0004657,mys-PA-116,2,1,3,3,0.508304503114165,0.841324328220631
nau,FBgn0002922,nau-PA-501,3,3,2,1,0.508304503114165,0.841324328220631
nclb,FBgn0263510,nclb-PA-210,4,2,1,2,0.51076640699012,0.841324328220631
neb,FBgn0004374,neb-PA-3141,1,2,3,3,0.508304503114165,0.841324328220631
neo,FBgn0039704,neo-PA-1023,3,0,4,3,0.51076640699012,0.841324328220631
Neurochondrin,FBgn0037447,Neurochondrin-PA-1911,3,0,3,4,0.51076640699012,0.841324328220631
nimB5,FBgn0028936,nimB5-PA-930,0,3,2,4,0.51076640699012,0.841324328220631
Nmt,FBgn0020392,Nmt-PA-486,2,1,2,4,0.51076640699012,0.841324328220631
Npc1a,FBgn0024320,Npc1a-PA-643,5,1,3,0,0.51076640699012,0.841324328220631
NUCB1,FBgn0052190,NUCB1-PA-883,1,2,4,2,0.51076640699012,0.841324328220631
Nup133,FBgn0039004,Nup133-PA-3140,1,2,2,4,0.51076640699012,0.841324328220631
Nup98,FBgn0039120,Nup98-PC-3516,23,17,21,20,0.509510800964005,0.841324328220631
osp,FBgn0003016,osp-PC-3197,0,3,3,3,0.51076640699012,0.841324328220631
ovo,FBgn0003028,ovo-PA-2409,1,2,3,4,0.508304503114165,0.841324328220631
p115,FBgn0040087,p115-PA-955,2,1,4,3,0.508304503114165,0.841324328220631
pasha,FBgn0039861,pasha-PA-159,2,1,6,1,0.51076640699012,0.841324328220631
Pax,FBgn0041789,Pax-PA-589,3,3,2,1,0.508304503114165,0.841324328220631
Pcd,FBgn0024841,Pcd-PA-520,2,1,4,3,0.508304503114165,0.841324328220631
Pfk,FBgn0003071,Pfk-PA-1437,3,3,2,1,0.508304503114165,0.841324328220631
pgant5,FBgn0031681,pgant5-PA-1149,2,1,4,3,0.508304503114165,0.841324328220631
pie,FBgn0005683,pie-PA-504,2,4,2,1,0.51076640699012,0.841324328220631
pll,FBgn0010441,pll-PA-1444,1,2,4,2,0.51076640699012,0.841324328220631
Pngl,FBgn0033050,Pngl-PA-656,11,7,11,6,0.51063317462496,0.841324328220631
pnt,FBgn0003118,pnt-PB-1089,2,1,4,3,0.508304503114165,0.841324328220631
POSH,FBgn0040294,POSH-PA-1000,1,2,3,4,0.508304503114165,0.841324328220631
PpD3,FBgn0005777,PpD3-PA-547,2,4,2,1,0.51076640699012,0.841324328220631
pre-mod(mdg4)-V,FBgn0261844,pre-mod(mdg4)-V-PA-191,2,1,0,6,0.51076640699012,0.841324328220631
prod,FBgn0014269,prod-PA-505,2,1,5,1,0.51076640699012,0.841324328220631
Pros26,FBgn0002284,Pros26-PA-328,1,2,6,1,0.51076640699012,0.841324328220631
Psf2,FBgn0261976,Psf2-PA-312,5,6,2,7,0.509866395341652,0.841324328220631
Psn,FBgn0019947,Psn-PA-579,210,172,226,198,0.507647322783512,0.841324328220631
pug,FBgn0020385,pug-PA-2703,37,49,49,43,0.509353128437714,0.841324328220631
pxb,FBgn0053207,pxb-PB-270,2,1,4,3,0.508304503114165,0.841324328220631
Rab10,FBgn0015789,Rab10-PA-246,1,5,2,1,0.51076640699012,0.841324328220631
Rab10,FBgn0015789,Rab10-PA-430,0,3,3,3,0.51076640699012,0.841324328220631
Rab5,FBgn0014010,Rab5-PA-528,289,269,307,328,0.508473586070329,0.841324328220631
rad50,FBgn0034728,rad50-PD-637,1,5,2,1,0.51076640699012,0.841324328220631
ranshi,FBgn0037620,ranshi-PA-894,1,2,2,4,0.51076640699012,0.841324328220631
Rbf,FBgn0015799,Rbf-PA-369,1,2,5,1,0.51076640699012,0.841324328220631
Rcd-1,FBgn0031047,Rcd-1-PA-669,0,3,0,6,0.51076640699012,0.841324328220631
Rcd5,FBgn0035489,Rcd5-PA-1382,4,2,1,2,0.51076640699012,0.841324328220631
Rcd6,FBgn0034530,Rcd6-PA-897,1,2,6,0,0.51076640699012,0.841324328220631
RhoGAPp190,FBgn0026375,RhoGAPp190-PA-3279,4,3,9,4,0.509866395341652,0.841324328220631
RhoL,FBgn0014380,RhoL-PA-60,1,2,1,5,0.51076640699012,0.841324328220631
Rm62,FBgn0003261,Rm62-PA-1372,1,2,3,4,0.508304503114165,0.841324328220631
RpA-70,FBgn0010173,RpA-70-PA-985,1,2,3,3,0.508304503114165,0.841324328220631
RpII140,FBgn0262955,RpII140-PA-2295,13,24,20,16,0.505491553739899,0.841324328220631
RpL3,FBgn0020910,RpL3-PD-430,3,3,1,2,0.508304503114165,0.841324328220631
RpS23,FBgn0033912,RpS23-PA-20,92,86,115,114,0.507464502232095,0.841324328220631
RpS9,FBgn0010408,RpS9-PA-259,524,559,602,642,0.509044231950017,0.841324328220631
Rpt1,FBgn0028687,Rpt1-PA-1179,25,28,31,24,0.506469924306504,0.841324328220631
Rpt3,FBgn0028686,Rpt3-PA-12,1,2,5,2,0.51076640699012,0.841324328220631
Rtnl1,FBgn0053113,Rtnl1-PF-487,3,3,1,2,0.508304503114165,0.841324328220631
S1P,FBgn0037105,S1P-PA-2980,3,0,3,4,0.51076640699012,0.841324328220631
salr,FBgn0000287,salr-PA-2508,1,2,2,4,0.51076640699012,0.841324328220631
Sb,FBgn0003319,Sb-PA-2336,2,1,3,4,0.51076640699012,0.841324328220631
Sc2,FBgn0035471,Sc2-PA-436,3,4,10,3,0.509866395341652,0.841324328220631
scaf6,FBgn0261872,scaf6-PA-2365,3,0,4,3,0.51076640699012,0.841324328220631
SdhA,FBgn0261439,SdhA-PA-54,3,3,2,1,0.508304503114165,0.841324328220631
sec24,FBgn0033460,sec24-PA-2337,2,1,4,3,0.508304503114165,0.841324328220631
Sep5,FBgn0026361,Sep5-PA-841,1,2,3,3,0.508304503114165,0.841324328220631
SIDL,FBgn0038303,SIDL-PA-3153,4,3,4,9,0.509866395341652,0.841324328220631
Sin,FBgn0028402,Sin-PA-769,1,2,3,3,0.508304503114165,0.841324328220631
sip1,FBgn0024191,sip1-PA-1428,1,2,3,4,0.508304503114165,0.841324328220631
sip3,FBgn0039875,sip3-PA-717,3,3,1,2,0.508304503114165,0.841324328220631
Sirt7,FBgn0039631,Sirt7-PA-1099,4,2,1,2,0.51076640699012,0.841324328220631
Sirt7,FBgn0039631,Sirt7-PA-1601,1,2,4,3,0.508304503114165,0.841324328220631
sls,FBgn0086906,sls-PE-49785,9,9,11,5,0.51063317462496,0.841324328220631
Slu7,FBgn0039626,Slu7-PA-1632,5,1,1,2,0.51076640699012,0.841324328220631
SmB,FBgn0262601,SmB-PA-496,1,2,4,2,0.51076640699012,0.841324328220631
SmB,FBgn0262601,SmB-PA-541,3,0,2,4,0.51076640699012,0.841324328220631
SmG,FBgn0261791,SmG-PA-19,3,8,6,3,0.509866395341652,0.841324328220631
Smn,FBgn0036641,Smn-PA-499,5,6,7,2,0.509866395341652,0.841324328220631
Smyd4,FBgn0036282,Smyd4-PA-1827,1,2,4,2,0.51076640699012,0.841324328220631
SNF4Agamma,FBgn0025803,SNF4Agamma-PA-921,1,2,5,2,0.51076640699012,0.841324328220631
Spase22-23,FBgn0039172,Spase22-23-PA-349,4,2,1,2,0.51076640699012,0.841324328220631
spen,FBgn0016977,spen-PA-16053,3,0,3,4,0.51076640699012,0.841324328220631
Sra-1,FBgn0038320,Sra-1-PA-2317,2,1,4,3,0.508304503114165,0.841324328220631
SRPK,FBgn0026370,SRPK-PA-1943,8,10,12,5,0.51063317462496,0.841324328220631
Stam,FBgn0027363,Stam-PA-1977,7,4,6,3,0.509866395341652,0.841324328220631
Su(fu),FBgn0005355,Su(fu)-PA-1357,1,2,3,4,0.508304503114165,0.841324328220631
Su(var)3-7,FBgn0003598,Su(var)3-7-PA-2817,13,5,10,7,0.51063317462496,0.841324328220631
Su(var)3-9,FBgn0003600,Su(var)3-9-PA-730,6,1,11,2,0.509866395341652,0.841324328220631
su(w[a]),FBgn0003638,su(w[a])-PI-519,1,2,3,4,0.508304503114165,0.841324328220631
Synd,FBgn0053094,Synd-PB-856,1,2,4,2,0.51076640699012,0.841324328220631
Taf7,FBgn0024909,Taf7-PA-750,12,11,18,16,0.507378096164758,0.841324328220631
Tango4,FBgn0030365,Tango4-PA-637,2,1,3,3,0.508304503114165,0.841324328220631
TfIIEbeta,FBgn0015829,TfIIEbeta-PA-160,1,2,4,3,0.508304503114165,0.841324328220631
tna,FBgn0026160,tna-PA-843,1,2,3,3,0.508304503114165,0.841324328220631
Topors,FBgn0034410,Topors-PA-2747,3,8,6,3,0.509866395341652,0.841324328220631
Trf,FBgn0010287,Trf-PA-261,1,2,4,3,0.508304503114165,0.841324328220631
TSG101,FBgn0036666,TSG101-PA-241,1,2,3,4,0.508304503114165,0.841324328220631
tsh,FBgn0003866,tsh-PA-1601,3,3,1,2,0.508304503114165,0.841324328220631
tweek,FBgn0261671,tweek-PF-15106,5,1,0,3,0.51076640699012,0.841324328220631
tyn,FBgn0029128,tyn-PA-943,1,2,2,4,0.51076640699012,0.841324328220631
U4-U6-60K,FBgn0036733,U4-U6-60K-PA-822,3,3,1,2,0.508304503114165,0.841324328220631
und,FBgn0025117,und-PA-831,2,4,1,2,0.51076640699012,0.841324328220631
vn,FBgn0003984,vn-PA-519,0,3,5,2,0.51076640699012,0.841324328220631
YT521-B,FBgn0027616,YT521-B-PA-1297,1,2,5,1,0.51076640699012,0.841324328220631
CG1142,FBgn0037504,CG1142-PA-430,214,195,294,229,0.510986620721985,0.841663585179165
CG32251,FBgn0052251,CG32251-PA-4338,27,34,39,44,0.511117919408319,0.841809417268573
Ggamma1,FBgn0004921,Ggamma1-PA-78,34,27,43,40,0.511117919408319,0.841809417268573
Rpn7,FBgn0028688,Rpn7-PA-681,29,32,47,36,0.511117919408319,0.841809417268573
ApepP,FBgn0026150,ApepP-PA-1671,67,66,83,60,0.511173865379856,0.841878081976729
dp,FBgn0053196,dp-PC-25355,18,20,13,24,0.511796666804409,0.842856795631321
gatA,FBgn0260779,gatA-PA-984,21,17,15,22,0.511796666804409,0.842856795631321
Nf-YB,FBgn0032816,Nf-YB-PA-153,38,49,48,45,0.511816158277758,0.842865391656009
CG5903,FBgn0038400,CG5903-PA-624,151,196,253,197,0.511965730451796,0.843088199788701
PEK,FBgn0037327,PEK-PA-2494,18,42,35,50,0.512369271360685,0.843729211131478
CG11267,FBgn0036334,CG11267-PA-30,59,59,53,73,0.512723387900485,0.844288800853948
CG6020,FBgn0037001,CG6020-PA-1133,1151,1286,1473,1350,0.513036437095839,0.844780736686725
GlyP,FBgn0004507,GlyP-PA-1812,56,78,80,64,0.513147234976764,0.844939621469811
CG11403,FBgn0026876,CG11403-PA-634,7,8,11,12,0.513333599799263,0.845057999636094
CG17259,FBgn0031497,CG17259-PA-511,7,12,8,10,0.513333599799263,0.845057999636094
CG32137,FBgn0052137,CG32137-PA-1005,7,12,8,10,0.513333599799263,0.845057999636094
CG8195,FBgn0034032,CG8195-PA-609,7,8,13,10,0.513333599799263,0.845057999636094
CG8552,FBgn0031990,CG8552-PA-5887,8,11,8,10,0.513333599799263,0.845057999636094
CG9839,FBgn0037633,CG9839-PA-1758,9,10,10,8,0.513333599799263,0.845057999636094
eIF-4a,FBgn0001942,eIF-4a-PA-916,10,9,10,8,0.513333599799263,0.845057999636094
